date,social distancing,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-11-04,0,0.7388888888888888,0.0,0.0
2020-11-05,0,0.7388888888888888,0.0,0.0
2020-11-06,80,0.7388888888888888,59.11111111111111,35.26962962962962
2020-11-07,0,0.7388888888888888,0.0,0.0
2020-11-08,0,1.7796610169491525,0.0,0.0
2020-11-09,0,1.7796610169491525,0.0,0.0
2020-11-10,59,1.7796610169491525,105.0,62.64999999999999
2020-11-11,0,1.7796610169491525,0.0,0.0
2020-11-12,0,1.7796610169491525,0.0,0.0
2020-11-13,0,1.7796610169491525,0.0,0.0
2020-11-14,0,1.7796610169491525,0.0,0.0
2020-11-15,0,0.8321678321678322,0.0,0.0
2020-11-16,0,0.8321678321678322,0.0,0.0
2020-11-17,0,0.8321678321678322,0.0,0.0
2020-11-18,0,0.8321678321678322,0.0,0.0
2020-11-19,62,0.8321678321678322,51.59440559440559,30.784662004662
2020-11-20,81,0.8321678321678322,67.40559440559441,40.21867132867133
2020-11-21,0,0.8321678321678322,0.0,0.0
2020-11-22,0,0.7000000000000001,0.0,0.0
2020-11-23,63,0.7000000000000001,44.1,26.313
2020-11-24,64,0.7000000000000001,44.800000000000004,26.730666666666668
2020-11-25,0,0.7000000000000001,0.0,0.0
2020-11-26,0,0.7000000000000001,0.0,0.0
2020-11-27,63,0.7000000000000001,44.1,26.313
2020-11-28,0,0.7000000000000001,0.0,0.0
2020-11-29,100,0.330188679245283,33.0188679245283,19.70125786163522
2020-11-30,0,0.330188679245283,0.0,0.0
2020-12-01,67,0.330188679245283,22.12264150943396,13.199842767295596
2020-12-02,95,0.330188679245283,31.367924528301884,18.716194968553456
2020-12-03,75,0.330188679245283,24.764150943396224,14.775943396226413
2020-12-04,87,0.330188679245283,28.72641509433962,17.14009433962264
2020-12-05,0,0.330188679245283,0.0,0.0
2020-12-06,0,0.3693931398416886,0.0,0.0
2020-12-07,63,0.3693931398416886,23.271767810026383,13.885488126649074
2020-12-08,97,0.3693931398416886,35.83113456464379,21.379243623570794
2020-12-09,61,0.3693931398416886,22.532981530343005,13.444678979771323
2020-12-10,83,0.3693931398416886,30.65963060686015,18.293579595426557
2020-12-11,0,0.3693931398416886,0.0,0.0
2020-12-12,75,0.3693931398416886,27.704485488126643,16.53034300791556
